smiles,scaffold_smiles,split,logp,sas,qed,tpsa
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,1.318212352431953,4.675088276320598,0.5259365458201737,94.55509388595321
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,1.325320294340452,5.663617428370496,0.4288764820805653,60.085995880252305
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,1.8690900933179198,2.312589053073001,0.3778746610070741,107.92388607083365
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,train,2.86140394234507,4.055753537486833,0.819866676549818,68.54328626886436
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,test_scaffolds,2.4437525838895207,5.619697339146188,0.1174587174203916,28.202384037195035
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,train,1.8105311308911887,1.6527569036360947,0.6310317489404713,114.05118109809287
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,3.2533380262507077,4.63839120261078,0.8707155473708403,54.29099895112472
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,train,1.1277223729341883,2.838070533176478,0.5481345467694736,71.93202555191152
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,1.8146509184084816,5.6597828791943865,0.8494579696264735,102.25326598662818
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,2.148628294821613,5.869762103244155,0.14180630342881903,59.89473885784544
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.552314928976662,5.749199201010453,0.43503465525932916,26.790278737605874
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,train,4.033291826268561,3.633963974958587,0.3081262327696409,64.87052564153763
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,1.3985320197126188,5.379191929451911,0.6846567719845839,133.33382992331642
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.814054972861252,5.300472293407816,0.8850376723977974,97.00812767582698
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test,3.165865559879191,2.9359521295946505,0.30522404995539826,100.57749784006484
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,0.7090268572399898,5.230119633678048,0.6233396811792595,95.87385843651678
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,3.2339518335564725,1.6665343562197168,0.2584781062077921,43.87905667513242
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,1.2673585565928118,4.183214453169239,0.5522642036572879,70.20006369227362
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,test_scaffolds,0.7927321684337578,2.5350397677946637,0.471145989350669,110.1127758035982
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,train,4.7699849176399995,2.042550985997755,0.8776042637052297,32.164747706379096
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,train,4.845344148835517,1.846289407331441,0.5868218181571733,53.34233313076547
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,4.137788066524076,4.633299491451629,0.37960509766945505,53.15829301590243
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,train,1.870761961280168,3.0294373369562977,0.19127662791034672,71.84227131134071
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,train,0.9395245130287274,4.761450471879426,0.22099746298794765,137.6442489130622
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,3.579048619304706,1.7941035335952407,0.2802535439609881,28.100305602058633
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.480686221828206,2.9188065202377462,0.3007733290722384,82.2441193256714
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,train,1.0491720568015048,3.9277108156890175,0.7804928462729103,41.52376184146526
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,2.728296095500716,5.058254241775336,0.5489782306260199,136.4811854491693
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,0.6547483450184828,2.9343862631943147,0.5187127290994932,33.5964205672957
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,4.59194180935452,4.316511193966541,0.19181509749537398,68.43212028339096
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.6645099172000761,5.486899867062842,0.788111754679548,108.54619818015274
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,3.481350279592919,4.271384346820371,0.6782514425667869,104.54653136329344
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,1.9026998424023494,2.548317636391352,0.15413468952000128,70.72743642727187
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,train,2.8403060953001487,1.6098035170044211,0.6662680777838149,61.58290015432619
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,train,2.9601962570447586,5.415444932554184,0.5348305738741169,67.71348542634448
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,test_scaffolds,1.3318450498648717,1.5957123488267422,0.1653802765974226,51.71315157903671
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,4.863130824940513,5.4361575270788975,0.4666405132229252,44.63995264481598
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,test_scaffolds,3.9880977051250155,3.8802171031224537,0.48775702970403756,77.9647637070668
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,4.727745237038851,5.725804643308033,0.23261963213062062,52.22405072811288
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,test,4.526723076924419,5.094524560981494,0.8565585176002258,54.49539978767001
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,3.1905499046498833,5.990703497400019,0.7799802971845295,98.81072761694685
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,train,4.6484340576040255,3.0782031695326957,0.6352178698632867,136.22447980398707
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,0.8982162592336378,4.9523473001900715,0.4698364488004858,92.43646406712502
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.3819228808861534,3.3086891112415895,0.4294124332676068,29.237536047795952
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,0.7035228000974213,3.6594402913675896,0.6207787737207633,29.070033662488036
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test,1.9639864884346896,4.323774584482665,0.5363454955255244,134.17078650146792
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,2.249047803602669,5.431547013838524,0.14981848470550851,55.674894836880036
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,1.7210706429825315,5.928375611396828,0.5100021190162654,31.048038329897054
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,train,4.229318791183682,4.957230362390332,0.7451228937862716,91.88535045804579
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,test_scaffolds,2.105389970121152,3.379950519753002,0.4673919020775664,94.83785339483194
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,train,1.7642052935932133,3.396106510246816,0.14156526204341474,97.82057841424258
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,2.942132374212118,4.819120357150012,0.7290225595072265,52.08824334290496
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,train,1.1341590123864318,2.5744971559573604,0.2610910257087795,21.813282105737002
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,train,4.109886413393179,1.997133509091276,0.306896667910431,135.8018443345366
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,0.8354778965589686,3.0957997093834946,0.23176508274583674,50.1071654829323
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test,4.940991214702327,2.792575462443368,0.36417205189719803,101.1231545663057
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,train,3.9751014618349583,2.8333865420519553,0.705401204550908,104.79558438544515
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.3942205669037757,2.5512348797245945,0.5155086876031499,93.20089004953829
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,0.5248495270562108,1.6894193533636286,0.2639050193205701,57.548887305637784
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,4.169576428046754,1.5804327063003623,0.8022640625216327,52.53155045168789
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,3.680858047314277,5.944750753812142,0.8036654839612234,91.72019392432438
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,3.780532256184443,3.4249791018113807,0.7964627400368055,123.93147603340299
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,3.970716560086756,3.2294699122185673,0.29103696910523147,133.60804747080746
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,test,0.8332009328034067,4.558412772118814,0.46099147534479046,32.708696528450915
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,train,2.113095778449227,2.4821424953927886,0.8879917249127001,38.57943351172638
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,train,1.0214107678630837,5.774825327776014,0.7176099810479923,133.36835105396955
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,4.383965416440171,5.038552564869985,0.12173393698044786,108.3842274001751
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,train,3.304841570724011,1.9023495104051678,0.15216367300839365,125.95925897957277
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,train,1.9890411118369213,3.379113491032178,0.4711451014498662,44.31591609624118
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,0.7860125762871064,5.456032384029741,0.8273761646892481,90.51030453312822
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.89942044772048,5.7512941003113465,0.5309614383621714,104.13675133009684
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,train,1.9633249491203617,3.6033068006244138,0.4982500064274322,101.61342625363672
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,3.783227802521288,4.260351251448185,0.18437895996530448,68.97820290400378
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,3.369008621098459,2.2516527574143383,0.6254240837794353,21.847387002957017
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test,4.49245734159347,5.960258817616395,0.7576825284801804,89.95112681651158
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.6249671632287717,2.5425226562254952,0.4043360060060499,50.37218470155305
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,1.0381741067223578,5.742292983608065,0.720489480740262,74.03050953714684
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,3.7096015425034774,4.423409920465658,0.8715813231206493,134.90972181005807
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,train,3.9235327187760385,4.234815576954865,0.2630131673021513,67.88423811709217
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,train,3.025747389062733,3.807098299574289,0.5186637049557931,120.7761927997312
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,train,3.9693523097955246,2.538014152729914,0.32971036646766044,42.624872689910134
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,test,2.7220801836397586,2.2943761440247874,0.7342835352270715,100.69525976300346
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,train,2.852297732218973,2.492187940815789,0.562074692704926,137.2408345326732
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,train,2.423934582613473,2.3389721796491454,0.607665934040243,32.22717210475241
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,0.6143860703484283,5.00813013105039,0.7383313276927153,20.99839306726304
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,0.98551142146987,3.0755636662502854,0.41677637812996393,72.02993511591373
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,test_scaffolds,0.6414313355903041,1.7602920445352837,0.8320720547256346,31.115057966164063
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,3.3638468506870116,5.860961835633651,0.526423093796912,109.80612196114777
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.91460191484347,5.477036482335416,0.22636385826827843,129.74583966182706
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.7885681102411626,5.674885274378458,0.656719294535042,72.08251672505105
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,4.584049132667419,5.977085201908959,0.7346090803506036,51.04539705865292
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,1.6218150311699373,2.2825286214876925,0.3534093416540214,72.12839828079316
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,2.3467231536603337,3.2830890850619645,0.7857434055990024,106.81373814200012
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,train,3.899980123443719,4.9120731406684115,0.8249146038126132,21.086499389644516
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,train,1.529591744712301,4.632092781242065,0.32152358990224716,90.73447873816366
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,test_scaffolds,0.8464095942295684,2.1925315785293478,0.8868171781721776,93.59500218648549
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,1.8038815381119562,5.17124906245778,0.21256922243900675,96.52258962751226
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,test,1.2254957926430199,2.509982573264973,0.261612534721992,49.042649597705264
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,train,4.683639435541579,2.5071792667018036,0.24737987139042092,105.68632680537522
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,4.136541708039877,3.916384903020361,0.8151917680062963,30.96697835981317
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,3.3503169042969057,4.168229706787664,0.6234340418599695,43.91244037601609
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,test,4.42157265584473,4.1103879352701505,0.2216834265778183,125.29640559853783
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test,4.116524346046015,1.911690768289897,0.45225873469467925,108.64677808718797
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.3395652649871612,5.448573881836712,0.5922384200558416,21.64946648136143
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,4.5165154932049,2.6952001916491772,0.16677126799150666,49.80515124437602
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.927040088620428,2.082817145772619,0.805933094725871,45.72877795917975
CC(=O)OC1=CC=CC=C1C(=O)O,c1ccccc1,train,4.133480698238282,5.499366359410397,0.7428828283532282,52.49675936443671
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,c1ccc(-c2ccnn2-c2ccccc2)cc1,train,4.53241084965572,5.80043174203389,0.5041654188613106,49.707172433586365
CC1=C(C=CC=C1)NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1,train,1.9310156373733873,5.379574277694528,0.8737012922073364,27.503155489141488
CC1=CC=C(C=C1)C(=O)NCCCCN2CCN(CC2)C3=CC=CC=C3OC,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,train,0.9952336603745454,5.142822336261951,0.43420878342007974,75.07286199161844
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2C(=O)C3=CC=CC=C3C2=O,O=C(NN1C(=O)c2ccccc2C1=O)NS(=O)(=O)c1ccccc1,train,1.5257082314387376,4.448588912875598,0.8872882552291983,107.92801697433981
COc1cc(ccc1OC)C(=O)NCCN(C)C,c1ccccc1,train,2.4219850488181534,3.978858167741127,0.6343359990429016,92.80780696609237
CC(C)OC(=O)C(C)NP(=O)(OC1CCCCC1)OC2CCCCC2,O=[PH](OC1CCCCC1)OC1CCCCC1,train,4.181066446651219,1.8914404196013457,0.6077370186031532,100.74460023176957
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C(=O)O,O=C(Nc1ccccc1)c1ccccc1,train,4.373287624653545,3.338039458818144,0.232763916236628,29.7379014243487
COC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3OC,c1ccc(-c2noc(-c3ccccc3)n2)cc1,train,0.5312845873903582,3.177098326555413,0.8055422066437152,134.17888522121447
CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.798362861599046,2.668892026921468,0.4419917503364922,120.61902006116298
CC1=CC=C(C=C1)C(=O)NC2=CC(=CC=C2)C#N,O=C(Nc1ccccc1)c1ccccc1,train,2.3783495141695052,4.755390511598632,0.22978672462598349,116.61083821947952
COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,1.4994851471182862,3.7314408078544687,0.11008601598060724,118.7580566050121
CC1=CC(=CC=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,test,1.0393941530015727,1.8647079715844157,0.5478045469107061,131.92526097593137
CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,2.0192682713163257,2.490824408774151,0.5219196976981411,85.31047593364373
CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N,O=C(Nc1ccccc1)c1ccccc1,train,4.743093667606336,4.574664436468182,0.6754828978953269,44.033842144115106
